Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
eIF2B alpha	GeneProduct	sgd:S000001734		ensembl:YKR026C	ncbigene:853896		uniprot:P14741			
eIF2B beta	GeneProduct	sgd:S000004282		ensembl:YLR291C	ncbigene:850998		uniprot:P32502			
eIF2B gamma	GeneProduct	sgd:S000005786		ensembl:YOR260W	ncbigene:854434		uniprot:P09032			
eIF2B delta	GeneProduct	sgd:S000003315		ensembl:YGR083C	ncbigene:852974		uniprot:P12754			
eIF2B epsilon	GeneProduct	sgd:S000002619		ensembl:YDR211W	ncbigene:851797		uniprot:P32501			
eIF2 alpha Kinase 3??	GeneProduct	uniprot:Q9NZJ5								
eIF2 alpha Kinase 2??	GeneProduct	uniprot:P19525	now E2K2_HUMAN							
eIF-3 p30	GeneProduct	sgd:S000004182	Possible eukaryotic translation initiation factor 3 30 kDa subunit	ensembl:YLR192C	ncbigene:850889		uniprot:Q05775			
eIF3 p39	GeneProduct	sgd:S000004754		ensembl:YMR146C	ncbigene:855177		uniprot:P40217			
eIF3 p33	GeneProduct	sgd:S000002837		ensembl:YDR429C	ncbigene:852039		uniprot:Q04067			
eIF3 p93	GeneProduct	sgd:S000004926		ensembl:YMR309C	ncbigene:855357		uniprot:P32497			
eIF3 p90	GeneProduct	sgd:S000005888		ensembl:YOR361C	ncbigene:854543		uniprot:P06103			
eIF3 p110	GeneProduct	sgd:S000000283		ensembl:YBR079C	ncbigene:852371		uniprot:P38249			
eIF3 p135	GeneProduct	sgd:S000004614		ensembl:YMR012W	ncbigene:855025		uniprot:Q03690			
eIF3 p62	GeneProduct	sgd:S000005006		ensembl:YNL062C	ncbigene:855663		uniprot:P41814			
eIF4A	GeneProduct	sgd:S000001767		ensembl:YKR059W	ncbigene:853933;ncbigene:853303		uniprot:P10081			
eIF4B	GeneProduct	sgd:S000006367		ensembl:YPR163C	ncbigene:856292		uniprot:P34167			
eIF4H??	GeneProduct	uniprot:Q15056								
eIF4E	GeneProduct	sgd:S000005499		ensembl:YOL139C	ncbigene:854026		uniprot:P07260			
eIF1	GeneProduct	sgd:S000005188		ensembl:YNL244C	ncbigene:855477		uniprot:P32911			
Sui1 Homolog A121??	GeneProduct	uniprot:Q9UNQ9								
PAIP-1	GeneProduct	sgd:S000000834		ensembl:YER032W	ncbigene:856754		uniprot:P40020			
4E-BP1??	GeneProduct	uniprot:Q13541								
4E-BP2??	GeneProduct	uniprot:Q13542								
4E-BP3??	GeneProduct	uniprot:O60516								
eEF1 alpha	GeneProduct	sgd:S000000322		ensembl:YBR118W	ncbigene:856195;ncbigene:852415		uniprot:P02994			
eEF1 beta	GeneProduct	sgd:S000000003		ensembl:YAL003W	ncbigene:851260		uniprot:P32471			
eEF1 gamma 2	GeneProduct	sgd:S000001564		ensembl:YKL081W	ncbigene:853781		uniprot:P36008			
eEF1 gamma 1	GeneProduct	sgd:S000005969		ensembl:YPL048W	ncbigene:856059		uniprot:P29547			
eEF2	GeneProduct	sgd:S000002793		ensembl:YDR385W	ncbigene:851993;ncbigene:854301		uniprot:P32324			
eRF1	GeneProduct	sgd:S000000347		ensembl:YBR143C	ncbigene:852440		uniprot:P12385			
eRF3b???	GeneProduct	uniprot:Q9NY44								
PAB1??	GeneProduct	uniprot:P11940								
eIF4G-I??	GeneProduct	uniprot:Q04637	TrEMBL accession number O43177 refers to same protein.							
eIF4G-II??	GeneProduct	uniprot:O43432								
eIF2 alpha	GeneProduct	sgd:S000003767		ensembl:YJR007W	ncbigene:853463		uniprot:P20459			
eIF2 beta	GeneProduct	sgd:S000006158		ensembl:YPL237W	ncbigene:855838		uniprot:P09064			
eIF2 gamma	GeneProduct	sgd:S000000827		ensembl:YER025W	ncbigene:856746		uniprot:P32481			
IF2	GeneProduct	sgd:S000000033		ensembl:YAL035W	ncbigene:851196		uniprot:P39730			
eIF2 alpha Kinase 1??	GeneProduct	uniprot:Q9BQI3								
eIF5	GeneProduct	sgd:S000006245		ensembl:YPR041W	ncbigene:856154		uniprot:P38431			
eIF5A-I	GeneProduct	sgd:S000003808		ensembl:YJR047C	ncbigene:853506		uniprot:P19211			
eEF2 Kinase??	GeneProduct	uniprot:O00418								
eIF6	GeneProduct	sgd:S000006220		ensembl:YPR016C	ncbigene:856126		uniprot:Q12522			
IF2M	GeneProduct	sgd:S000005383	IF-2, mitochondrial [Precursor]	ensembl:YOL023W	ncbigene:854135		uniprot:P25038			
eIF1A	GeneProduct	sgd:S000004873		ensembl:YMR260C	ncbigene:855302		uniprot:P38912			
eIF4F p150	GeneProduct	sgd:S000003394		ensembl:YGR162W	ncbigene:853071		uniprot:P39935			
eIF4F p130	GeneProduct	sgd:S000003017		ensembl:YGL049C	ncbigene:852833		uniprot:P39936			
eIF4F p20	GeneProduct	sgd:S000005802		ensembl:YOR276W	ncbigene:854450		uniprot:P12962			
eIF5A-II	GeneProduct	sgd:S000000760		ensembl:YEL034W	ncbigene:856677		uniprot:P23301			
eRF2	GeneProduct	sgd:S000002579		ensembl:YDR172W	ncbigene:851752		uniprot:P05453			
