Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
C2H4	Metabolite	chebi:18153						wikidata:Q151313	chebi:18153;chebi:18153	inchikey:VGGSQFUCUMXWEO-UHFFFAOYSA-N
AVG	Metabolite	pubchem.compound:6436272						wikidata:Q27074449		inchikey:USGUVNUTPWXWBA-JRIXXDKMSA-N
Silver	Metabolite	chebi:49468						wikidata:Q27104658	chebi:49468;chebi:49468	inchikey:FOIXSVOLVBLSDH-UHFFFAOYSA-N
EIN4	GeneProduct	ensembl:AT3G04580		ensembl:AT3G04580	ncbigene:819614		uniprot:A0A178VKQ4;uniprot:Q56YB5;uniprot:Q9ZTP3			
EIN2	GeneProduct	ensembl:AT5G03280		ensembl:AT5G03280	ncbigene:831889		uniprot:Q9S814;uniprot:A0A178UD45			
ETR2	GeneProduct	ensembl:AT3G23150		ensembl:AT3G23150	ncbigene:821891		uniprot:A0A178VGQ2;uniprot:Q0WPQ2;uniprot:A0A1I9LQU7;uniprot:B0ZX31			
ERS2	GeneProduct	ensembl:AT1G04310		ensembl:AT1G04310	ncbigene:839549		uniprot:P93825;uniprot:B0ZX85;uniprot:A0A178WDB1;uniprot:A0A178WDB2			
FUS3	GeneProduct	ensembl:AT3G26790		ensembl:AT3G26790	ncbigene:822293		uniprot:Q9LW31;uniprot:A0A178VEF1			
ERS1	GeneProduct	ensembl:AT2G40940		ensembl:AT2G40940	ncbigene:818693		uniprot:B0ZX50;uniprot:Q38846;uniprot:B0ZX96;uniprot:B0ZX98;uniprot:A0A178VNM3;uniprot:B0ZX37			
CTR1	GeneProduct	ensembl:AT5G03730		ensembl:AT5G03730	ncbigene:831748		uniprot:Q05609;uniprot:B9DFD3;uniprot:Q0WUI6;uniprot:A0A178UAE5			
ETR1	GeneProduct	ensembl:AT1G66340		ensembl:AT1G66340	ncbigene:842951		uniprot:P49333;uniprot:Q84QJ4;uniprot:Q84QJ6;uniprot:Q84QJ5;uniprot:A0A178W2F5;uniprot:B0ZX30;uniprot:B0ZX46;uniprot:B0ZX57;uniprot:B0ZX89;uniprot:B0ZX48;uniprot:B0ZX80;uniprot:B0ZX91;uniprot:B0ZXA9;uniprot:B0ZX60;uniprot:B0ZX81;uniprot:Q84JW7;uniprot:Q84K24;uniprot:B0ZX72;uniprot:B0ZXB3			
