Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
11,12-DiHETrE	Metabolite	hmdb:HMDB0002314							chebi:63969;chebi:63969	inchikey:LRPPQRCHCPFBPE-KROJNAHFSA-N
14(15)-EpETrE	Metabolite	hmdb:HMDB0004264							chebi:34157;chebi:34157	inchikey:JBSCUHKPLGKXKH-ILYOTBPNSA-N
5(6)-Epoxy-PGE1	Metabolite	pubchem.compound:53481368						wikidata:Q45435581		inchikey:CBOBGOJUDRNUHE-HHECASJMSA-N
5,6-DiHETrE	Metabolite	hmdb:HMDB0002343							chebi:63974;chebi:63974	inchikey:GFNYAPAJUNPMGH-QNEBEIHSSA-N
8(9)-EpETrE	Metabolite	hmdb:HMDB0002232							chebi:34490;chebi:34490	inchikey:DBWQSCSXHFNTMO-TYAUOURKSA-N
5(6)-EpETrE	Metabolite	hmdb:HMDB0002190							chebi:34450;chebi:34450	inchikey:VBQNSZQZRAGRIX-QNEBEIHSSA-N
11(12)-EpETrE	Metabolite	hmdb:HMDB0010409								
8,9-DiHETrE	Metabolite	hmdb:HMDB0002311							chebi:63970;chebi:63970	inchikey:DCJBINATHQHPKO-TYAUOURKSA-N
14,15-DiHETrE	Metabolite	hmdb:HMDB0002265							chebi:63966;chebi:63966	inchikey:SYAWGTIVOGUZMM-ILYOTBPNSA-N
Arachidonic acid	Metabolite	hmdb:HMDB0001043							chebi:15843;chebi:15843	inchikey:YZXBAPSDXZZRGB-DOFZRALJSA-N
CYP2C9	GeneProduct	ncbigene:1559		ensembl:ENSG00000138109	ncbigene:1559	hgnc.symbol:CYP2C9	uniprot:S5RV20;uniprot:P11712;uniprot:A0A2R8YF67			
EPHX2	GeneProduct	ncbigene:2053		ensembl:ENSG00000120915	ncbigene:2053	hgnc.symbol:EPHX2	uniprot:E5RFU2;uniprot:H0YAW7;uniprot:E5RFH6;uniprot:P34913;uniprot:E5RI53			
COX	GeneProduct	ncbigene:9377		ensembl:ENSG00000178741	ncbigene:9377	hgnc.symbol:COX5A	uniprot:P20674;uniprot:H3BNX8;uniprot:H3BRI0;uniprot:H3BV69;uniprot:H3BRM5			
EPHX2	GeneProduct	ncbigene:2053		ensembl:ENSG00000120915	ncbigene:2053	hgnc.symbol:EPHX2	uniprot:E5RFU2;uniprot:H0YAW7;uniprot:E5RFH6;uniprot:P34913;uniprot:E5RI53			
EPHX2	GeneProduct	ncbigene:2053		ensembl:ENSG00000120915	ncbigene:2053	hgnc.symbol:EPHX2	uniprot:E5RFU2;uniprot:H0YAW7;uniprot:E5RFH6;uniprot:P34913;uniprot:E5RI53			
CYP2C8	GeneProduct	ncbigene:1558		ensembl:ENSG00000138115	ncbigene:1558	hgnc.symbol:CYP2C8	uniprot:E9PIW6;uniprot:A0A0D9SG51;uniprot:E9PLI9;uniprot:G3V188;uniprot:B7Z1F5;uniprot:P10632			
GST3	GeneProduct	ncbigene:2950		ensembl:ENSG00000084207	ncbigene:2950	hgnc.symbol:GSTP1	uniprot:A0A087X243;uniprot:A0A087X2E9;uniprot:A0A2R8Y5E5;uniprot:A8MX94;uniprot:V9HWE9;uniprot:P09211			
COX	GeneProduct	ncbigene:1351		ensembl:ENSG00000176340	ncbigene:1351	hgnc.symbol:COX8A	uniprot:Q53XN1;uniprot:P10176			
CYP2J2	GeneProduct	ensembl:ENSG00000134716		ensembl:ENSG00000134716	ncbigene:1573	hgnc.symbol:CYP2J2	uniprot:P51589;uniprot:A0A3B3IT99;uniprot:A0A3B3ITF2;uniprot:A0A3B3IU95			
EPHX2	GeneProduct	ncbigene:2053	5(6)-EpETrE is a poor sEH substrate</br>Type your comment here	ensembl:ENSG00000120915	ncbigene:2053	hgnc.symbol:EPHX2	uniprot:E5RFU2;uniprot:H0YAW7;uniprot:E5RFH6;uniprot:P34913;uniprot:E5RI53			
