Label	Type	ID	Database	Comment
Fgf8	GeneProduct	ENSGALG00000007706	Ensembl	
Shh	GeneProduct	ENSGALG00000006379	Ensembl	
HOXA13	GeneProduct	ENSGALG00000027234	Ensembl	
Myf5	GeneProduct	ENSGALG00000028091	Ensembl	
FGF10	GeneProduct	ENSGALG00000014872	Ensembl	Lateral Plate Mesoderm
Hoxc10	GeneProduct	ENSGALG00000029393	Ensembl	
Pax3	GeneProduct	ENSGALG00000005246	Ensembl	
MyoR	GeneProduct			
Wnt8c	GeneProduct	ENSGALG00000037494	Ensembl	Ectoderm</br>Hindlimb
GREM1	GeneProduct	ENSGALG00000009724	Ensembl	
Wnt2b	GeneProduct	ENSGALG00000029570	Ensembl	Ectoderm</br>Forelimb
FGF8	GeneProduct	ENSGALG00000007706	Ensembl	Ectoderm
Shh	GeneProduct	ENSGALG00000006379	Ensembl	
TBX5	GeneProduct	ENSGALG00000008253	Ensembl	Tbx5 in forelimb. Lateral Plate Mesoderm
Fgf17	GeneProduct			
TBX4	GeneProduct	ENSGALG00000005285	Ensembl	Tbx4 in hindlimb. Lateral Plate Mesoderm
SHH	GeneProduct	ENSGALG00000006379	Ensembl	
RETINOIC ACID	Metabolite	CHEBI:15367	ChEBI	Lateral Plate Mesoderm
MEIS1	GeneProduct	ENSGALG00000041626	Ensembl	
BMP	GeneProduct			
Retinoic Acid	Metabolite	CHEBI:15367	ChEBI	
Hox proteins	GeneProduct			Lateral Plate Mesoderm
PITX1	GeneProduct	ENSGALG00000030237	Ensembl	Hindlimb-specific
TBX1	GeneProduct	ENSGALG00000041182	Ensembl	
Myod	GeneProduct	ENSGALG00000006216	Ensembl	
FGF9	GeneProduct	ENSGALG00000025748	Ensembl	
WNT3A	GeneProduct	ENSGALG00000042657	Ensembl	
HOXA11	GeneProduct	ENSGALG00000040021	Ensembl	
FGF4	GeneProduct	ENSGALG00000007562	Ensembl	
PITX2	GeneProduct	ENSGALG00000042492	Ensembl	
Fgf	GeneProduct			
Noggin	Protein	F1NAM3	Uniprot-TrEMBL	
