Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Butanoyl-CoA	Metabolite	chebi:15517						wikidata:Q2929006	chebi:15517;chebi:15517	inchikey:CRFNGMNYKDXRTN-CITAKDKDSA-N
Acetoacetyl-CoA	Metabolite	hmdb:HMDB01484						wikidata:Q2639429	chebi:15345;chebi:15345	inchikey:OJFDKHTZOUZBOS-CITAKDKDSA-N
(S)-3-Hydroxybutanoyl-CoA	Metabolite	chebi:15453						wikidata:Q27089442	chebi:15453;chebi:15453	inchikey:QHHKKMYHDBRONY-VKBDFPRVSA-N
Acetyl-CoA	Metabolite	hmdb:HMDB01206						wikidata:Q715317	chebi:15351;chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N
glutarate	Metabolite	chebi:30921						wikidata:Q27104172	chebi:30921;chebi:30921	inchikey:JFCQEDHGNNZCLN-UHFFFAOYSA-L
Glutaryl-CoA	Metabolite	hmdb:HMDB01339						wikidata:Q3066713	chebi:15524;chebi:15524	inchikey:SYKWLIJQEHRDNH-CKRMAKSASA-N
B0303.3	GeneProduct	ncbigene:176216		ensembl:WBGene00015125	ncbigene:176216		uniprot:P34255			
kat-1	GeneProduct	ncbigene:174161		ensembl:WBGene00002183	ncbigene:174161		uniprot:Q22100			
T08B2.7	GeneProduct	ncbigene:172310		ensembl:WBGene00020347	ncbigene:172310		uniprot:Q8T8N8;uniprot:Q9BIC3;uniprot:Q9GYT0			
F54D5.7	GeneProduct	ncbigene:174768		ensembl:WBGene00010052	ncbigene:174768		uniprot:Q20772			
ech-6	GeneProduct	ncbigene:176376		ensembl:WBGene00001155	ncbigene:176376		uniprot:P34559			
F54C8.1	GeneProduct	ncbigene:186222		ensembl:WBGene00010035	ncbigene:186222		uniprot:P34439			
LLC1.3	GeneProduct	ncbigene:178387		ensembl:WBGene00010794	ncbigene:178387		uniprot:O17953			
