Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Aflatoxin-endo-B1-8,9-epoxide	Metabolite	pubchem.compound:53297449						wikidata:Q32039304	chebi:78586;chebi:78586	inchikey:KHBXRZGALJGBPA-NQZOLGFYSA-N
Aflatoxin B1 exo-8,9-epoxide-GSH	Metabolite	pubchem.compound:5460816						wikidata:Q45435642		inchikey:LYDBAPNRLUDIAS-NCQSKUNESA-N
aflatoxin B1	Metabolite	hmdb:HMDB0006552							chebi:2504;chebi:2504	inchikey:OQIQSTLJSLGHID-WNWIJWBNSA-N
Aflatoxin B1 exo-8,9-epoxide	Metabolite	hmdb:HMDB0006558							chebi:30725;chebi:30725	inchikey:KHBXRZGALJGBPA-IRWJRLHMSA-N
Aflatoxin M1	Metabolite	pubchem.compound:15558498						wikidata:Q26998369	chebi:78576;chebi:78576	inchikey:MJBWDEQAUQTVKK-IAGOWNOFSA-N
Aflatoxin Q1	Metabolite	pubchem.compound:104757						wikidata:Q26998366	chebi:78582;chebi:78582	inchikey:GYNOTJLCULOEIM-XKRJZGAWSA-N
Akr7a2	GeneProduct	ensembl:ENSRNOG00000017780		ensembl:ENSRNOG00000017780	ncbigene:171445		uniprot:A0A0G2K3V2			
Cyp1a2	GeneProduct	ensembl:ENSRNOG00000016173		ensembl:ENSRNOG00000016173			uniprot:P04799			
Akr7a3	GeneProduct	ensembl:ENSRNOG00000017899		ensembl:ENSRNOG00000017899	ncbigene:26760		uniprot:P38918			
Gstt1	GeneProduct	ensembl:ENSRNOG00000001242		ensembl:ENSRNOG00000001242	ncbigene:499422		uniprot:D3Z8I7			
GSTM1	GeneProduct	ncbigene:24423		ensembl:ENSRNOG00000029726	ncbigene:24423		uniprot:G3V983			
Ephx1	GeneProduct	ensembl:ENSRNOG00000003515		ensembl:ENSRNOG00000003515	ncbigene:25315		uniprot:P07687;uniprot:F1LTS8			
Cyp1a2	GeneProduct	ensembl:ENSRNOG00000016173		ensembl:ENSRNOG00000016173			uniprot:P04799			
Cyp1a2	GeneProduct	ensembl:ENSRNOG00000016173		ensembl:ENSRNOG00000016173			uniprot:P04799			
