Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
unsaturated fatty acids	Metabolite	chebi:27208						wikidata:Q2250497	chebi:27208;chebi:27208	
saturated fatty acids	Metabolite	chebi:26607						wikidata:Q11789887	chebi:26607;chebi:26607	
eicosanoid	Metabolite	chebi:23899						wikidata:Q407680	chebi:23899;chebi:23899	
ciprofibrate	Metabolite	chebi:50867						wikidata:Q3496452	chebi:50867;chebi:50867	inchikey:KPSRODZRAIWAKH-UHFFFAOYSA-N
NSAIDs	Metabolite	chebi:35475						wikidata:Q188724	chebi:35475;chebi:35475	
9-cis-Retinoic acid	Metabolite	hmdb:HMDB0002369							chebi:50648;chebi:50648	inchikey:SHGAZHPCJJPHSC-ZVCIMWCZSA-N
unsaturated fatty acids	Metabolite	chebi:27208						wikidata:Q2250497	chebi:27208;chebi:27208	
9-cis-Retinoic acid	Metabolite	hmdb:HMDB0002369							chebi:50648;chebi:50648	inchikey:SHGAZHPCJJPHSC-ZVCIMWCZSA-N
unsaturated fatty acids	Metabolite	chebi:27208						wikidata:Q2250497	chebi:27208;chebi:27208	
eicosanoid	Metabolite	chebi:23899						wikidata:Q407680	chebi:23899;chebi:23899	
NSAIDs	Metabolite	chebi:35475						wikidata:Q188724	chebi:35475;chebi:35475	
Thiazolidine derivative	Metabolite	chebi:35622						wikidata:Q51978332	chebi:35622;chebi:35622	
9-cis-Retinoic acid	Metabolite	hmdb:HMDB0002369							chebi:50648;chebi:50648	inchikey:SHGAZHPCJJPHSC-ZVCIMWCZSA-N
ACAA1	GeneProduct	ensembl:ENSG00000060971	Original kegg element: gene;21;mmu:113868 mmu:235674</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:235674	ensembl:ENSG00000060971	ncbigene:30	hgnc.symbol:ACAA1	uniprot:A0A024R2M6;uniprot:P09110;uniprot:A0A140VJX0;uniprot:F2Z2Q6;uniprot:F2Z3P7;uniprot:H7C131;uniprot:B4DVF4;uniprot:C9JDE9;uniprot:H0Y4D4			
PPARD	GeneProduct	ensembl:ENSG00000112033	Original kegg element: gene;16;mmu:19015</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:19015	ensembl:ENSG00000112033	ncbigene:5467	hgnc.symbol:PPARD	uniprot:Q03181;uniprot:A0A024RCW6;uniprot:F1D8S7			
PPARG	GeneProduct	ensembl:ENSG00000132170	Original kegg element: gene;18;mmu:19016</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:19016	ensembl:ENSG00000132170	ncbigene:5468	hgnc.symbol:PPARG	uniprot:E7EU07;uniprot:A0A494C0D9;uniprot:Q6L9M1;uniprot:A0A494C0T3;uniprot:P37231;uniprot:A0A3P3ZKM0;uniprot:A0A494C012;uniprot:A0A499FIV4;uniprot:E7EUD1;uniprot:E9PFV3;uniprot:E9PFX5;uniprot:E9PFV2			
PCK2	GeneProduct	ensembl:ENSG00000100889	Original kegg element: gene;9;mmu:18534 mmu:74551</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:74551	ensembl:ENSG00000100889	ncbigene:5106	hgnc.symbol:PCK2	uniprot:H0YNH9;uniprot:H0YMU6;uniprot:H0YMA5;uniprot:H0YM31;uniprot:H0YNG4;uniprot:Q16822;uniprot:A0A384MTT2;uniprot:H0YKC4;uniprot:H0YMY3;uniprot:H0YML5			
CYP4A11	GeneProduct	ensembl:ENSG00000187048	Original kegg element: gene;24;mmu:100040843 mmu:13117 mmu:13118 mmu:13119 mmu:230639 mmu:277753 mmu:435802 mmu:640109 mmu:666168</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:666168	ensembl:ENSG00000187048	ncbigene:1579	hgnc.symbol:CYP4A11	uniprot:A0A0C4DFV7;uniprot:V9GYK4;uniprot:V9GY41;uniprot:Q02928;uniprot:V9GYQ2;uniprot:V9GZ77;uniprot:V9GYC6			
CYP8B1	GeneProduct	ensembl:ENSG00000180432	Original kegg element: gene;58;mmu:13124</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:13124	ensembl:ENSG00000180432	ncbigene:1582	hgnc.symbol:CYP8B1	uniprot:C9JFR9;uniprot:Q9UNU6			
UCP1	GeneProduct	ensembl:ENSG00000109424	Original kegg element: gene;66;mmu:22227</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:22227	ensembl:ENSG00000109424	ncbigene:7350	hgnc.symbol:UCP1	uniprot:P25874			
SLC27A1	GeneProduct	ensembl:ENSG00000130304	Original kegg element: gene;36;mmu:26457 mmu:26569</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:26457	ensembl:ENSG00000130304	ncbigene:376497	hgnc.symbol:SLC27A1	uniprot:M0QXY2;uniprot:M0QZC9;uniprot:Q6PCB7;uniprot:B7Z225			
HMGCS2	GeneProduct	ensembl:ENSG00000134240	Original kegg element: gene;37;mmu:15360</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:15360	ensembl:ENSG00000134240	ncbigene:3158	hgnc.symbol:HMGCS2	uniprot:P54868;uniprot:A0A140VJL2			
CYP4A11	GeneProduct	ensembl:ENSG00000187048	Original kegg element: gene;24;mmu:100040843 mmu:13117 mmu:13118 mmu:13119 mmu:230639 mmu:277753 mmu:435802 mmu:640109 mmu:666168</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:13117	ensembl:ENSG00000187048	ncbigene:1579	hgnc.symbol:CYP4A11	uniprot:A0A0C4DFV7;uniprot:V9GYK4;uniprot:V9GY41;uniprot:Q02928;uniprot:V9GYQ2;uniprot:V9GZ77;uniprot:V9GYC6			
RXRB	GeneProduct	ensembl:ENSG00000204231	Original kegg element: gene;17;mmu:20181 mmu:20182 mmu:20183</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:20182	ensembl:ENSG00000204231	ncbigene:6257	hgnc.symbol:RXRB	uniprot:Q5STP9;uniprot:P28702;uniprot:E9PK75;uniprot:A0A0S2Z570			
AQP7	GeneProduct	ensembl:ENSG00000165269	Original kegg element: gene;7;mmu:11832</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:11832	ensembl:ENSG00000165269	ncbigene:112267859;ncbigene:364	hgnc.symbol:AQP7	uniprot:Q5T5M1;uniprot:Q5T5L3;uniprot:A0A096LNK2;uniprot:A0A096LNN5;uniprot:A0A096LP64;uniprot:B7Z4U2;uniprot:A0A096LNV7;uniprot:Q5T5M0;uniprot:A0A096LP23;uniprot:O14520;uniprot:Q6P5T0;uniprot:A0A096LNU3			
SCD	GeneProduct	ensembl:ENSG00000099194	Original kegg element: gene;55;mmu:20249 mmu:20250 mmu:30049 mmu:329065</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:20250	ensembl:ENSG00000099194	ncbigene:6319	hgnc.symbol:SCD	uniprot:O00767			
ACOX1	GeneProduct	ensembl:ENSG00000161533	Original kegg element: gene;42;mmu:11430 mmu:80911 mmu:93732</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:11430	ensembl:ENSG00000161533	ncbigene:51	hgnc.symbol:ACOX1	uniprot:I3L4S5;uniprot:I3L2U4;uniprot:K7ELT1;uniprot:K7ENF1;uniprot:I3L0T4;uniprot:K7ESC7;uniprot:Q15067			
CYP4A11	GeneProduct	ensembl:ENSG00000187048	Original kegg element: gene;24;mmu:100040843 mmu:13117 mmu:13118 mmu:13119 mmu:230639 mmu:277753 mmu:435802 mmu:640109 mmu:666168</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:13118	ensembl:ENSG00000187048	ncbigene:1579	hgnc.symbol:CYP4A11	uniprot:A0A0C4DFV7;uniprot:V9GYK4;uniprot:V9GY41;uniprot:Q02928;uniprot:V9GYQ2;uniprot:V9GZ77;uniprot:V9GYC6			
SCD	GeneProduct	ensembl:ENSG00000099194	Original kegg element: gene;55;mmu:20249 mmu:20250 mmu:30049 mmu:329065</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:30049	ensembl:ENSG00000099194	ncbigene:6319	hgnc.symbol:SCD	uniprot:O00767			
SCD	GeneProduct	ensembl:ENSG00000099194	Original kegg element: gene;55;mmu:20249 mmu:20250 mmu:30049 mmu:329065</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:329065	ensembl:ENSG00000099194	ncbigene:6319	hgnc.symbol:SCD	uniprot:O00767			
NR1H3	GeneProduct	ensembl:ENSG00000025434	Original kegg element: gene;59;mmu:22259</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:22259	ensembl:ENSG00000025434	ncbigene:10062	hgnc.symbol:NR1H3	uniprot:C9J4R0;uniprot:C9JEC2;uniprot:C9JJ16;uniprot:Q13133;uniprot:B4DXU5;uniprot:C9JTS4;uniprot:E9PLL4;uniprot:E9PID2;uniprot:C9JBS2;uniprot:B5MBY7;uniprot:C9JCS0;uniprot:E9PPA1;uniprot:F1D8N1;uniprot:F8WC63;uniprot:C9J2C8;uniprot:F8WEY6			
RXRA	GeneProduct	ensembl:ENSG00000186350	Original kegg element: gene;19;mmu:20181 mmu:20182 mmu:20183</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:20181	ensembl:ENSG00000186350	ncbigene:6256	hgnc.symbol:RXRA	uniprot:A0A5F9ZHH6;uniprot:F1D8Q5;uniprot:P19793;uniprot:A0A3B3IS44			
ACSBG2	GeneProduct	ensembl:ENSG00000130377	Original kegg element: gene;28;mmu:14081 mmu:216739 mmu:328845 mmu:433256 mmu:50790 mmu:74205 mmu:94180</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:328845	ensembl:ENSG00000130377	ncbigene:81616	hgnc.symbol:ACSBG2	uniprot:K7ERT0;uniprot:K7ESF1;uniprot:K7EMB4;uniprot:K7EKE4;uniprot:Q5FVE4;uniprot:K7EL11;uniprot:K7ESC8;uniprot:A0A140VJD4			
FABP1	GeneProduct	ensembl:ENSG00000163586	Original kegg element: gene;13;mmu:11770 mmu:12140 mmu:14077 mmu:14079 mmu:14080 mmu:16204 mmu:16592</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:14080	ensembl:ENSG00000163586	ncbigene:2168	hgnc.symbol:FABP1	uniprot:A8MW49;uniprot:Q6FGL7;uniprot:P07148			
CYP4A11	GeneProduct	ensembl:ENSG00000187048	Original kegg element: gene;24;mmu:100040843 mmu:13117 mmu:13118 mmu:13119 mmu:230639 mmu:277753 mmu:435802 mmu:640109 mmu:666168</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:13119	ensembl:ENSG00000187048	ncbigene:1579	hgnc.symbol:CYP4A11	uniprot:A0A0C4DFV7;uniprot:V9GYK4;uniprot:V9GY41;uniprot:Q02928;uniprot:V9GYQ2;uniprot:V9GZ77;uniprot:V9GYC6			
RXRG	GeneProduct	ensembl:ENSG00000143171	Original kegg element: gene;19;mmu:20181 mmu:20182 mmu:20183</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:20183	ensembl:ENSG00000143171	ncbigene:6258	hgnc.symbol:RXRG	uniprot:P48443;uniprot:F1D8Q7;uniprot:A0A087WZ88			
RXRB	GeneProduct	ensembl:ENSG00000204231	Original kegg element: gene;19;mmu:20181 mmu:20182 mmu:20183</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:20182	ensembl:ENSG00000204231	ncbigene:6257	hgnc.symbol:RXRB	uniprot:Q5STP9;uniprot:P28702;uniprot:E9PK75;uniprot:A0A0S2Z570			
ACSL6	GeneProduct	ensembl:ENSG00000164398	Original kegg element: gene;28;mmu:14081 mmu:216739 mmu:328845 mmu:433256 mmu:50790 mmu:74205 mmu:94180</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:216739	ensembl:ENSG00000164398	ncbigene:23305	hgnc.symbol:ACSL6	uniprot:A0A494C005;uniprot:C9JT10;uniprot:A0A494C046;uniprot:C9JK59;uniprot:E7ERD7;uniprot:A0A494BZW8;uniprot:A0A499FJL5;uniprot:C9J4I1;uniprot:Q9UKU0;uniprot:A0A494C0A5;uniprot:A0A494C0B6;uniprot:C9JPA5;uniprot:A0A494C0J9;uniprot:A0A494C0D5;uniprot:A0A494C1I9;uniprot:C9J3Z0;uniprot:C9J8C7;uniprot:A0A494C0V0			
ANGPTL4	GeneProduct	ensembl:ENSG00000167772	Original kegg element: gene;41;mmu:57875</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:57875	ensembl:ENSG00000167772	ncbigene:51129	hgnc.symbol:ANGPTL4	uniprot:M0R2X8;uniprot:Q9BY76;uniprot:M0R369;uniprot:M0QZ51;uniprot:M0R3A2;uniprot:M0R0N8			
CYP27A1	GeneProduct	ensembl:ENSG00000135929	Original kegg element: gene;60;mmu:104086</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:104086	ensembl:ENSG00000135929	ncbigene:1593	hgnc.symbol:CYP27A1	uniprot:Q02318;uniprot:F8WD90;uniprot:C9J1K5			
ACSL3	GeneProduct	ensembl:ENSG00000123983	Original kegg element: gene;28;mmu:14081 mmu:216739 mmu:328845 mmu:433256 mmu:50790 mmu:74205 mmu:94180</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:74205	ensembl:ENSG00000123983	ncbigene:2181	hgnc.symbol:ACSL3	uniprot:C9JC11;uniprot:H7BYZ7;uniprot:A0A024R487;uniprot:O95573;uniprot:F5GWH2			
FABP7	GeneProduct	ensembl:ENSG00000164434	Original kegg element: gene;13;mmu:11770 mmu:12140 mmu:14077 mmu:14079 mmu:14080 mmu:16204 mmu:16592</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = L:12140	ensembl:ENSG00000164434	ncbigene:2173	hgnc.symbol:FABP7	uniprot:O15540			
