Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
H+	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
Cl-	Metabolite	chebi:17996						wikidata:Q108200	chebi:17996;chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M
H+	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
H+	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
Cl-	Metabolite	chebi:17996						wikidata:Q108200	chebi:17996;chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M
Cl-	Metabolite	chebi:17996						wikidata:Q108200	chebi:17996;chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M
Cl-	Metabolite	chebi:17996						wikidata:Q108200	chebi:17996;chebi:17996	inchikey:VEXZGXHMUGYJMC-UHFFFAOYSA-M
H+	Metabolite	chebi:15378						wikidata:Q506710	chebi:15378;chebi:15378	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N
TRAF6	GeneProduct	ensembl:ENSG00000175104		ensembl:ENSG00000175104	ncbigene:7189	hgnc.symbol:TRAF6	uniprot:Q9Y4K3			
NFKB1	GeneProduct	ensembl:ENSG00000109320		ensembl:ENSG00000109320	ncbigene:4790	hgnc.symbol:NFKB1	uniprot:A0A494C157;uniprot:A0A494C1E9;uniprot:D6RF93;uniprot:P19838;uniprot:D6RC45;uniprot:D6RDI9;uniprot:D6RH30			
TNFRSF11A	GeneProduct	ensembl:ENSG00000141655		ensembl:ENSG00000141655	ncbigene:8792	hgnc.symbol:TNFRSF11A	uniprot:Q9Y6Q6;uniprot:A0A1W2PR41			
SNX10	GeneProduct	ensembl:ENSG00000086300		ensembl:ENSG00000086300	ncbigene:29887	hgnc.symbol:SNX10	uniprot:A0A087WUJ3;uniprot:Q9Y5X0;uniprot:C9JUQ6;uniprot:G5E9H5;uniprot:C9JQ16;uniprot:A0A024RA70			
IKBKB	GeneProduct	ensembl:ENSG00000104365		ensembl:ENSG00000104365	ncbigene:3551	hgnc.symbol:IKBKB	uniprot:E5RFT3;uniprot:E5RGW5;uniprot:E5RGA0;uniprot:E5RFG5;uniprot:E5RJH2;uniprot:A0A7I2V4L0;uniprot:J3KNS5;uniprot:O14920;uniprot:G3V105;uniprot:A0A499FJS7;uniprot:E5RIW0			
PLEKHM1	GeneProduct	ensembl:ENSG00000225190		ensembl:ENSG00000225190	ncbigene:9842	hgnc.symbol:PLEKHM1	uniprot:J3KRL8;uniprot:J3KRU0;uniprot:K7EMP2;uniprot:K7EPF2;uniprot:Q9Y4G2;uniprot:J3KS30;uniprot:K7EII8;uniprot:K7EQ68			
OSTM1	GeneProduct	ensembl:ENSG00000081087		ensembl:ENSG00000081087	ncbigene:28962	hgnc.symbol:OSTM1	uniprot:A0A0A0MSP4;uniprot:Q86WC4			
TNFSF11	GeneProduct	ensembl:ENSG00000120659		ensembl:ENSG00000120659	ncbigene:8600	hgnc.symbol:TNFSF11	uniprot:Q54A98;uniprot:O14788;uniprot:Q5T9Y4			
RAB7A	GeneProduct	ensembl:ENSG00000075785		ensembl:ENSG00000075785	ncbigene:7879	hgnc.symbol:RAB7A	uniprot:C9IZZ0;uniprot:P51149;uniprot:C9J7D1;uniprot:A0A158RFU6;uniprot:C9J4V0;uniprot:C9J592;uniprot:A0A6Q8PG52;uniprot:A0A6Q8PH84;uniprot:A0A6Q8PF79;uniprot:A0A6Q8PGE6;uniprot:C9J4S4;uniprot:C9J8S3			
CLCN7	GeneProduct	ensembl:ENSG00000103249		ensembl:ENSG00000103249	ncbigene:1186	hgnc.symbol:CLCN7	uniprot:P51798;uniprot:H0Y2M6;uniprot:H3BNG8;uniprot:I3L470			
TCIRG1	GeneProduct	ensembl:ENSG00000110719		ensembl:ENSG00000110719	ncbigene:10312	hgnc.symbol:TCIRG1	uniprot:H0YCE3;uniprot:Q13488;uniprot:H0YEL3;uniprot:E9PMC5;uniprot:Q8TCH1;uniprot:A0A024R5E5;uniprot:E9PM12;uniprot:E9PNA6			
