Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Sulindac sulfide	Metabolite	chemspider:4509492						wikidata:Q27145288	chebi:75408;chebi:75408	inchikey:LFWHFZJPXXOYNR-MFOYZWKCSA-N
Sulindac-S	Metabolite	pubchem.compound:11245227						wikidata:Q26998355		inchikey:MLKXDPUZXIRXEP-WXKFDZDZSA-N
Sulindac-R	Metabolite	pubchem.compound:16046677						wikidata:Q27252593		inchikey:MLKXDPUZXIRXEP-LQVWSKNFSA-N
Sulindac sulfone	Metabolite	chemspider:4582441	The structure for the sulfone in the paper is inconsistent with the entries in ChemSpider and PubChem; I assume the paper made typographic errors.					wikidata:Q5420370	chebi:64212;chebi:64212	inchikey:MVGSNCBCUWPVDA-MFOYZWKCSA-N
CYP1A1	GeneProduct	ensembl:ENSRNOG00000019500		ensembl:ENSRNOG00000019500	ncbigene:24296		uniprot:P00185			
MsrB2	GeneProduct	ensembl:ENSRNOG00000016873		ensembl:ENSRNOG00000016873	ncbigene:361286		uniprot:Q4FZX5			
MsrA	GeneProduct	ensembl:ENSRNOG00000012440		ensembl:ENSRNOG00000012440	ncbigene:29447		uniprot:F1LSJ6;uniprot:M0RCC8;uniprot:Q923M1			
FMO	GeneProduct	interpro:IPR000960								
MsrB3	GeneProduct	ensembl:ENSRNOG00000042668		ensembl:ENSRNOG00000042668	ncbigene:680036		uniprot:D4A650			
CYP1A2	GeneProduct	ensembl:ENSRNOG00000016173		ensembl:ENSRNOG00000016173			uniprot:P04799			
